State,Area_Name,PCTPOVALL_2015,PCTPOV017_2015,MEDHHINC_2015
ME,Aroostook County,18.4,21.8,"37,104"
ME,Cumberland County,10.7,12.2,"63,191"
ME,Franklin County,14.6,21.4,"42,859"
ME,Hancock County,11.5,16.2,"48,601"
ME,Kennebec County,13.1,18.0,"50,408"
ME,Knox County,11.4,17.9,"47,489"
ME,Lincoln County,14.1,20.2,"50,152"
ME,Oxford County,17.0,25.6,"42,674"
ME,Penobscot County,17.1,19.1,"44,647"
ME,Piscataquis County,19.1,30.5,"36,463"
ME,Sagadahoc County,11.2,17.2,"55,645"
ME,Somerset County,18.7,25.9,"40,165"
ME,Waldo County,14.4,21.3,"43,198"
ME,Washington County,18.8,28.8,"35,576"
ME,York County,8.3,11.4,"61,340"
MD,Maryland,9.9,13.9,"75,784"
MD,Allegany County,20.0,27.1,"39,859"
MD,Anne Arundel County,6.0,8.1,"90,825"
MD,Baltimore County,9.1,11.9,"68,317"
MD,Calvert County,5.9,8.1,"98,937"
MD,Caroline County,14.4,22.9,"51,294"
MD,Carroll County,6.2,7.2,"84,506"
MD,Cecil County,10.0,14.8,"68,972"
MD,Charles County,7.1,10.4,"87,941"
MD,Dorchester County,18.1,29.8,"44,664"
MD,Frederick County,7.4,9.0,"83,746"
MD,Garrett County,13.6,19.3,"46,469"
MD,Harford County,7.8,10.3,"77,992"
MD,Howard County,5.2,6.5,"110,224"
MD,Kent County,14.8,21.6,"52,274"
MD,Montgomery County,7.5,10.5,"98,314"
MD,Prince George's County,9.5,14.2,"76,366"
MD,Queen Anne's County,7.2,10.5,"83,914"
MD,St. Mary's County,8.7,12.7,"83,148"
MD,Somerset County,25.8,35.9,"38,692"
MD,Talbot County,10.4,15.9,"62,018"
MD,Washington County,12.0,17.8,"55,270"
MD,Wicomico County,14.7,21.7,"52,153"
MD,Worcester County,11.3,20.7,"53,366"
MD,Baltimore city,22.7,33.9,"43,192"
MA,Massachusetts,11.5,14.9,"70,659"
MA,Barnstable County,7.6,11.5,"65,735"
MA,Berkshire County,14.3,19.6,"50,646"
MA,Bristol County,12.6,17.3,"59,839"
MA,Dukes County,8.5,13.4,"64,456"
MA,Essex County,11.5,16.6,"68,237"
MA,Franklin County,11.8,16.9,"57,325"
MA,Hampden County,17.1,27.4,"51,415"
MA,Hampshire County,15.3,11.6,"60,853"
MA,Middlesex County,7.6,8.2,"90,025"
MA,Nantucket County,7.3,8.5,"86,014"
MA,Norfolk County,7.1,6.4,"93,187"
MA,Plymouth County,9.7,12.4,"74,736"
MA,Suffolk County,19.8,29.3,"56,530"
MA,Worcester County,12.1,15.2,"65,621"
MI,Michigan,15.7,22.2,"51,063"
MI,Alcona County,15.8,30.8,"37,618"
MI,Alger County,14.6,21.0,"43,341"
MI,Allegan County,11.2,15.1,"55,611"
MI,Alpena County,16.2,24.6,"40,665"
MI,Antrim County,14.2,24.1,"49,118"
MI,Arenac County,20.1,30.5,"37,120"
MI,Baraga County,17.3,24.3,"42,389"
MI,Barry County,9.3,14.0,"57,665"
MI,Bay County,14.5,20.8,"46,256"
MI,Benzie County,10.5,19.1,"48,127"
MI,Berrien County,17.1,26.2,"46,588"
MI,Branch County,14.9,23.7,"47,146"
MI,Calhoun County,16.1,24.0,"43,864"
MI,Cass County,14.8,22.5,"49,889"
MI,Charlevoix County,11.6,18.3,"48,267"
MI,Cheboygan County,17.6,28.4,"41,036"
MI,Chippewa County,19.7,27.4,"42,473"
MI,Clare County,24.7,38.8,"33,250"
MI,Clinton County,10.0,10.8,"65,051"
MI,Crawford County,17.2,31.2,"40,907"
MI,Delta County,14.8,20.8,"43,020"
MI,Dickinson County,12.3,17.8,"47,616"
MI,Eaton County,10.9,15.7,"56,760"
MI,Emmet County,11.0,15.7,"49,774"
MI,Genesee County,20.5,30.2,"44,181"
MI,Gladwin County,19.8,32.2,"40,746"
MI,Gogebic County,18.6,27.5,"38,416"
MI,Grand Traverse County,8.5,12.3,"54,874"
MI,Gratiot County,16.5,20.6,"42,800"
MI,Hillsdale County,16.6,24.6,"46,786"
MI,Houghton County,17.4,18.4,"41,775"
MI,Huron County,11.7,18.9,"45,917"
MI,Ingham County,21.0,24.1,"47,470"
MI,Ionia County,14.2,17.7,"51,013"
MI,Iosco County,16.1,32.3,"39,874"
MI,Iron County,14.6,25.5,"36,570"
MI,Isabella County,26.1,20.0,"41,957"
MI,Jackson County,16.2,25.2,"50,683"
MI,Kalamazoo County,16.0,19.0,"52,252"
MI,Kalkaska County,16.5,27.5,"42,829"
MI,Kent County,14.5,19.1,"54,550"
MI,Keweenaw County,13.4,21.4,"40,862"
MI,Lake County,24.8,45.2,"32,971"
MI,Lapeer County,10.0,14.7,"57,774"
MI,Leelanau County,7.9,13.4,"61,397"
MI,Lenawee County,14.3,20.9,"49,013"
MI,Livingston County,6.5,7.8,"76,934"
MI,Luce County,19.6,29.7,"41,870"
MI,Mackinac County,16.1,26.1,"40,091"
MI,Macomb County,11.7,16.8,"54,939"
MI,Manistee County,15.0,25.8,"41,811"
MI,Marquette County,15.0,17.9,"48,108"
MI,Mason County,16.8,26.9,"43,620"
MI,Mecosta County,21.3,29.6,"41,755"
MI,Menominee County,16.9,26.8,"42,591"
MI,Midland County,11.5,15.0,"59,248"
MI,Missaukee County,17.5,26.2,"42,836"
MI,Monroe County,10.6,14.6,"56,161"
MI,Montcalm County,17.9,26.9,"41,728"
MI,Montmorency County,18.2,33.9,"37,153"
MI,Muskegon County,16.1,23.4,"46,709"
MI,Newaygo County,16.3,23.1,"45,086"
MI,Oakland County,9.3,11.7,"70,150"
MI,Oceana County,17.2,28.9,"43,211"
MI,Ogemaw County,19.4,34.2,"37,057"
MI,Ontonagon County,14.6,30.3,"37,508"
MI,Osceola County,18.7,29.9,"41,782"
MI,Oscoda County,20.5,32.8,"36,724"
MI,Otsego County,12.1,19.2,"50,420"
MI,Ottawa County,8.6,9.2,"61,429"
MI,Presque Isle County,13.6,25.0,"41,658"
MI,Roscommon County,19.2,40.3,"38,516"
MI,Saginaw County,18.6,27.7,"43,344"
MI,St. Clair County,12.8,18.9,"51,183"
MI,St. Joseph County,14.7,22.3,"46,667"
MI,Sanilac County,16.7,24.8,"41,861"
MI,Schoolcraft County,15.9,24.8,"36,741"
MI,Shiawassee County,12.4,19.6,"50,807"
MI,Tuscola County,15.5,25.1,"45,800"
MI,Van Buren County,15.7,22.8,"47,806"
MI,Washtenaw County,14.2,13.4,"62,401"
MI,Wayne County,24.8,37.0,"41,585"
MI,Wexford County,14.8,25.2,"42,922"
MN,Minnesota,10.2,13.1,"63,459"
MN,Aitkin County,14.2,22.4,"43,817"
MN,Anoka County,7.1,9.2,"73,276"
MN,Becker County,11.3,16.5,"54,304"
MN,Beltrami County,16.2,23.5,"46,031"
MN,Benton County,11.4,13.5,"52,513"
MN,Big Stone County,11.5,15.9,"47,583"
MN,Blue Earth County,17.2,14.0,"49,664"
MN,Brown County,8.3,10.6,"56,330"
MN,Carlton County,10.8,12.2,"54,945"
MN,Carver County,4.5,4.7,"93,857"
MN,Cass County,15.0,26.0,"47,645"
MN,Chippewa County,11.1,15.3,"50,896"
MN,Chisago County,6.3,7.9,"70,036"
MN,Clay County,12.1,12.5,"60,417"
MN,Clearwater County,14.6,23.3,"42,689"
MN,Cook County,11.1,17.8,"50,350"
MN,Cottonwood County,13.7,19.1,"49,448"
MN,Crow Wing County,10.4,14.9,"50,755"
MN,Dakota County,7.1,9.1,"77,576"
MN,Dodge County,6.9,8.6,"65,494"
MN,Douglas County,8.8,11.4,"56,819"
MN,Faribault County,11.3,18.1,"52,169"
MN,Fillmore County,10.8,17.1,"52,170"
MN,Freeborn County,13.4,19.7,"47,418"
MN,Goodhue County,8.9,10.8,"60,285"
MN,Grant County,10.6,15.1,"50,570"
MN,Hennepin County,10.9,13.9,"68,902"
MN,Houston County,8.2,10.2,"56,276"
MN,Hubbard County,10.6,18.3,"52,841"
MN,Isanti County,7.7,10.1,"63,134"
MN,Itasca County,12.7,17.7,"52,064"
MN,Jackson County,9.2,13.0,"54,001"
MN,Kanabec County,11.7,18.2,"48,907"
MN,Kandiyohi County,10.9,16.8,"52,597"
MN,Kittson County,10.2,14.1,"55,545"
MN,Koochiching County,14.3,22.0,"46,807"
MN,Lac qui Parle County,8.4,13.5,"50,764"
MN,Lake County,9.8,14.6,"53,093"
MN,Lake of the Woods County,11.7,16.2,"46,128"
MN,Le Sueur County,8.5,10.9,"62,672"
MN,Lincoln County,9.3,13.1,"52,164"
MN,Lyon County,12.2,16.7,"55,051"
MN,McLeod County,8.6,11.0,"60,549"
MN,Mahnomen County,21.5,34.3,"40,849"
MN,Marshall County,8.3,11.6,"55,889"
MN,Martin County,13.6,19.5,"48,478"
MN,Meeker County,7.9,10.5,"58,607"
MN,Mille Lacs County,12.4,18.5,"50,633"
MN,Morrison County,10.9,15.0,"54,245"
MN,Mower County,10.8,16.1,"50,878"
MN,Murray County,9.0,12.7,"50,378"
MN,Nicollet County,10.7,11.6,"58,839"
MN,Nobles County,12.9,17.2,"50,100"
MN,Norman County,11.7,17.6,"50,775"
MN,Olmsted County,8.9,11.1,"70,063"
MN,Otter Tail County,9.7,14.1,"55,357"
MN,Pennington County,10.4,12.0,"51,341"
MN,Pine County,13.9,18.6,"46,332"
MN,Pipestone County,11.0,15.7,"51,939"
MN,Polk County,11.8,16.2,"54,270"
MN,Pope County,8.4,13.0,"53,267"
MN,Ramsey County,15.1,22.5,"57,299"
MN,Red Lake County,9.7,12.0,"52,244"
MN,Redwood County,11.0,15.4,"48,520"
MN,Renville County,9.5,15.2,"56,835"
MN,Rice County,9.2,11.2,"59,863"
MN,Rock County,9.7,12.6,"55,462"
MN,Roseau County,9.4,12.0,"54,416"
MN,St. Louis County,13.4,15.2,"50,141"
MN,Scott County,5.1,6.0,"92,898"
MN,Sherburne County,7.5,8.1,"79,495"
MN,Sibley County,8.9,12.3,"57,052"
MN,Stearns County,13.5,14.3,"55,244"
MN,Steele County,9.4,13.2,"60,970"
MN,Stevens County,10.9,8.6,"54,323"
MN,Swift County,11.9,15.2,"47,130"
MN,Todd County,12.8,19.3,"48,840"
MN,Traverse County,14.4,22.7,"46,764"
MN,Wabasha County,6.9,9.7,"57,873"
MN,Wadena County,15.0,19.6,"45,597"
MN,Waseca County,9.9,13.6,"54,495"
MN,Washington County,5.1,6.0,"88,329"
MN,Watonwan County,11.3,16.7,"48,044"
MN,Wilkin County,9.8,13.2,"56,583"
MN,Winona County,12.7,12.7,"54,367"
MN,Wright County,5.1,6.1,"76,407"
MN,Yellow Medicine County,12.5,15.0,"51,569"
MS,Mississippi,22.1,31.5,"40,630"
MS,Adams County,29.6,43.8,"32,673"
MS,Alcorn County,19.6,29.5,"41,383"
MS,Amite County,22.2,33.7,"37,085"
MS,Attala County,22.9,34.1,"32,988"
MS,Benton County,25.3,38.3,"32,467"
MS,Bolivar County,36.1,47.8,"30,311"
MS,Calhoun County,23.0,33.7,"33,906"
MS,Carroll County,19.0,27.1,"39,439"
MS,Chickasaw County,26.6,38.8,"31,937"
MS,Choctaw County,24.5,36.7,"35,370"
MS,Claiborne County,46.3,54.0,"26,959"
MS,Clarke County,21.8,33.4,"38,362"
MS,Clay County,27.6,42.1,"32,360"
MS,Coahoma County,35.0,49.3,"25,948"
MS,Copiah County,26.1,39.1,"34,723"
MS,Covington County,22.4,35.0,"36,206"
MS,DeSoto County,10.0,13.0,"60,610"
MS,Forrest County,26.6,32.2,"35,198"
MS,Franklin County,20.6,30.8,"36,391"
MS,George County,17.1,24.6,"48,212"
MS,Greene County,22.6,26.4,"42,699"
MS,Grenada County,21.3,32.4,"35,163"
MS,Hancock County,20.8,30.1,"45,911"
MS,Harrison County,22.0,33.6,"42,370"
MS,Hinds County,27.1,38.7,"39,158"
MS,Holmes County,43.3,53.6,"24,065"
MS,Humphreys County,41.5,60.2,"25,625"
MS,Issaquena County,40.4,46.0,"28,859"
MS,Itawamba County,18.1,25.4,"39,296"
MS,Jackson County,16.1,23.0,"46,339"
MS,Jasper County,22.8,31.8,"35,092"
MS,Jefferson County,39.3,44.6,"26,405"
MS,Jefferson Davis County,30.5,44.2,"28,845"
MS,Jones County,23.2,32.3,"36,413"
MS,Kemper County,31.9,43.1,"30,381"
MS,Lafayette County,21.0,20.2,"43,435"
MS,Lamar County,16.4,21.3,"53,205"
MS,Lauderdale County,22.0,33.2,"38,334"
MS,Lawrence County,20.9,31.8,"39,460"
MS,Leake County,24.3,38.9,"35,804"
MS,Lee County,17.4,25.2,"43,098"
MS,Leflore County,42.3,55.3,"26,520"
MS,Lincoln County,20.0,27.8,"40,627"
MS,Lowndes County,23.5,36.3,"41,880"
MS,Madison County,12.7,18.5,"67,482"
MS,Marion County,24.2,36.5,"34,742"
MS,Marshall County,23.3,37.3,"38,006"
MS,Monroe County,20.7,30.6,"38,893"
MS,Montgomery County,25.8,38.3,"34,264"
MS,Neshoba County,25.5,34.7,"38,068"
MS,Newton County,22.7,31.4,"36,991"
MS,Noxubee County,34.3,46.9,"28,041"
MS,Oktibbeha County,27.1,30.8,"38,011"
MS,Panola County,24.8,38.5,"35,517"
MS,Pearl River County,21.0,30.6,"43,420"
MS,Perry County,21.0,32.8,"37,777"
MS,Pike County,30.1,43.1,"31,976"
MS,Pontotoc County,15.6,25.6,"39,977"
MS,Prentiss County,19.5,28.2,"38,550"
MS,Quitman County,38.2,56.8,"26,467"
MS,Rankin County,9.7,14.2,"58,426"
MS,Scott County,21.7,31.5,"34,469"
MS,Sharkey County,34.3,53.7,"27,589"
MS,Simpson County,24.5,35.3,"37,742"
MS,Smith County,19.5,27.1,"40,637"
MS,Stone County,20.5,30.0,"42,295"
MS,Sunflower County,39.3,50.6,"28,184"
MS,Tallahatchie County,32.9,45.2,"29,474"
MS,Tate County,19.2,29.1,"43,376"
MS,Tippah County,18.2,27.2,"38,297"
MS,Tishomingo County,17.1,24.9,"37,740"
MS,Tunica County,28.9,46.2,"30,970"
MS,Union County,17.0,25.1,"42,120"
MS,Walthall County,27.6,42.1,"31,202"
MS,Warren County,21.6,32.8,"40,465"
MS,Washington County,36.2,51.4,"27,539"
MS,Wayne County,24.5,35.8,"35,989"
MS,Webster County,20.5,30.2,"40,214"
MS,Wilkinson County,34.5,42.4,"28,535"
MS,Winston County,26.6,38.9,"35,216"
MS,Yalobusha County,22.4,33.4,"36,062"
MS,Yazoo County,34.2,43.4,"34,218"
MO,Missouri,14.8,20.4,"50,200"
MO,Adair County,21.9,23.3,"40,222"
MO,Andrew County,9.5,12.9,"58,675"
MO,Atchison County,13.0,17.3,"46,339"
MO,Audrain County,18.7,26.9,"42,480"
MO,Barry County,20.7,29.7,"37,467"
MO,Barton County,18.0,26.9,"39,633"
MO,Bates County,14.1,22.5,"45,887"
MO,Benton County,18.7,31.8,"34,156"
MO,Bollinger County,18.3,27.0,"41,623"
MO,Boone County,17.7,14.6,"50,865"
MO,Buchanan County,17.3,23.7,"48,294"
MO,Butler County,23.4,36.7,"35,509"
MO,Caldwell County,12.7,19.7,"44,470"
MO,Callaway County,13.9,21.2,"50,514"
MO,Camden County,14.9,26.1,"49,393"
MO,Cape Girardeau County,16.4,19.4,"49,615"
MO,Carroll County,15.7,22.7,"43,638"
MO,Carter County,21.4,36.3,"32,269"
MO,Cass County,9.2,12.3,"62,996"
MO,Cedar County,19.9,33.7,"37,654"
MO,Chariton County,13.3,18.8,"46,230"
MO,Christian County,10.4,14.3,"54,044"
MO,Clark County,14.7,22.5,"43,225"
MO,Clay County,7.8,9.7,"65,106"
MO,Clinton County,10.4,15.1,"59,655"
MO,Cole County,11.9,16.2,"56,393"
MO,Cooper County,14.4,19.9,"46,632"
MO,Crawford County,19.4,28.6,"38,491"
MO,Dade County,17.5,27.6,"38,516"
MO,Dallas County,18.1,29.4,"37,780"
MO,Daviess County,15.3,27.6,"43,135"
MO,DeKalb County,20.0,18.5,"44,429"
MO,Dent County,21.5,31.0,"36,808"
MO,Douglas County,23.1,35.5,"32,979"
MO,Dunklin County,27.6,39.0,"31,920"
MO,Franklin County,11.4,16.3,"50,438"
MO,Gasconade County,12.1,19.2,"47,717"
MO,Gentry County,14.9,21.4,"43,811"
MO,Greene County,17.7,21.4,"43,885"
MO,Grundy County,19.1,27.8,"38,763"
MO,Harrison County,18.0,26.9,"38,005"
MO,Henry County,18.8,26.7,"42,455"
MO,Hickory County,23.8,39.3,"31,320"
MO,Holt County,13.7,20.3,"42,845"
MO,Howard County,15.9,20.9,"44,634"
MO,Howell County,19.9,30.0,"36,604"
MO,Iron County,22.9,34.4,"33,415"
MO,Jackson County,17.6,25.0,"48,364"
MO,Jasper County,16.0,22.6,"43,724"
MO,Jefferson County,10.5,13.6,"58,747"
MO,Johnson County,16.3,17.2,"44,109"
MO,Knox County,18.7,30.4,"40,356"
MO,Laclede County,17.4,25.9,"40,741"
MO,Lafayette County,12.2,18.0,"50,325"
MO,Lawrence County,18.3,27.3,"41,619"
MO,Lewis County,16.3,24.7,"45,592"
MO,Lincoln County,11.3,15.4,"54,584"
MO,Linn County,17.4,26.6,"39,618"
MO,Livingston County,18.8,26.2,"40,808"
MO,McDonald County,20.1,31.0,"37,939"
MO,Macon County,14.6,23.2,"41,080"
MO,Madison County,19.3,29.6,"35,745"
MO,Maries County,15.4,24.4,"43,970"
MO,Marion County,17.7,23.4,"41,297"
MO,Mercer County,14.2,21.9,"43,244"
MO,Miller County,18.7,27.3,"40,077"
MO,Mississippi County,26.6,38.0,"33,283"
MO,Moniteau County,14.7,20.4,"50,525"
MO,Monroe County,14.0,22.8,"44,048"
MO,Montgomery County,17.0,26.2,"41,470"
MO,Morgan County,23.1,33.1,"39,219"
MO,New Madrid County,23.9,36.9,"36,386"
MO,Newton County,14.5,20.7,"46,125"
MO,Nodaway County,22.9,16.8,"44,119"
MO,Oregon County,24.7,39.8,"33,573"
MO,Osage County,9.6,11.4,"55,962"
MO,Ozark County,27.7,41.3,"31,838"
MO,Pemiscot County,28.0,41.3,"29,621"
MO,Perry County,11.1,15.7,"47,226"
MO,Pettis County,15.1,22.5,"42,137"
MO,Phelps County,19.1,25.1,"40,676"
MO,Pike County,18.2,25.6,"43,007"
MO,Platte County,7.6,9.5,"72,548"
MO,Polk County,17.5,26.0,"41,326"
MO,Pulaski County,16.2,17.5,"46,756"
MO,Putnam County,18.0,27.8,"37,286"
MO,Ralls County,11.5,16.1,"51,015"
MO,Randolph County,20.0,26.5,"39,976"
MO,Ray County,11.1,16.1,"54,361"
MO,Reynolds County,21.5,34.3,"34,076"
MO,Ripley County,25.4,39.3,"34,069"
MO,St. Charles County,6.3,7.8,"74,009"
MO,St. Clair County,22.6,36.2,"35,128"
MO,Ste. Genevieve County,10.9,16.6,"52,806"
MO,St. Francois County,18.2,25.4,"41,222"
MO,St. Louis County,10.3,14.0,"61,569"
MO,Saline County,16.5,22.4,"41,958"
MO,Schuyler County,18.3,31.6,"37,851"
MO,Scotland County,15.8,25.0,"41,324"
MO,Scott County,18.1,25.8,"40,285"
MO,Shannon County,23.9,42.6,"28,171"
MO,Shelby County,16.8,24.4,"41,696"
MO,Stoddard County,19.0,26.4,"38,773"
MO,Stone County,14.8,25.8,"42,186"
MO,Sullivan County,17.4,23.2,"41,405"
MO,Taney County,16.0,25.0,"39,320"
MO,Texas County,23.3,33.4,"34,935"
MO,Vernon County,18.5,28.1,"40,186"
MO,Warren County,12.3,18.8,"51,933"
MO,Washington County,20.7,32.6,"37,986"
MO,Wayne County,24.3,37.7,"32,566"
MO,Webster County,19.2,30.1,"43,418"
MO,Worth County,15.9,25.3,"43,443"
MO,Wright County,24.1,37.5,"32,634"
MO,St. Louis city,25.5,39.3,"37,948"
MT,Montana,14.4,18.8,"49,650"
MT,Beaverhead County,17.0,20.7,"41,083"
MT,Big Horn County,31.0,39.5,"41,008"
MT,Blaine County,29.6,40.4,"34,667"
MT,Broadwater County,10.8,15.8,"51,360"
MT,Carbon County,11.7,15.0,"49,389"
MT,Carter County,13.9,23.1,"46,398"
MT,Cascade County,14.4,19.2,"45,597"
MT,Chouteau County,17.6,22.9,"40,280"
MT,Custer County,12.2,16.2,"47,510"
MT,Daniels County,10.2,9.6,"43,918"
MT,Dawson County,11.0,12.4,"56,648"
MT,Deer Lodge County,18.1,23.2,"37,979"
MT,Fallon County,7.7,9.9,"59,928"
MT,Fergus County,13.6,18.0,"43,823"
MT,Flathead County,14.0,18.8,"48,063"
MT,Gallatin County,10.9,9.9,"57,358"
MT,Garfield County,14.2,18.5,"45,987"
MT,Glacier County,28.1,37.5,"31,666"
MT,Golden Valley County,20.2,31.3,"37,883"
MT,Granite County,14.1,24.0,"43,470"
MT,Hill County,21.2,24.8,"44,178"
MT,Jefferson County,9.8,13.1,"62,508"
MT,Judith Basin County,13.8,14.2,"45,472"
MT,Lake County,20.8,29.2,"39,383"
MT,Lewis and Clark County,12.2,15.1,"56,755"
MT,Liberty County,17.0,20.8,"40,052"
MT,Lincoln County,20.3,32.2,"37,281"
MT,McCone County,13.9,16.6,"44,387"
MT,Madison County,11.4,17.1,"49,872"
MT,Meagher County,17.3,31.8,"41,391"
MT,Mineral County,16.4,26.6,"39,584"
MT,Missoula County,15.8,16.8,"44,998"
MT,Musselshell County,17.7,27.7,"41,791"
MT,Park County,12.7,16.9,"45,642"
MT,Petroleum County,15.4,23.3,"42,919"
MT,Phillips County,16.4,21.4,"38,105"
MT,Pondera County,20.1,29.3,"41,168"
MT,Powder River County,10.7,14.3,"50,491"
MT,Powell County,18.1,20.1,"42,755"
MT,Prairie County,12.5,18.8,"42,187"
MT,Ravalli County,14.9,22.9,"48,468"
MT,Richland County,7.0,10.2,"68,196"
MT,Roosevelt County,24.3,32.7,"39,147"
MT,Rosebud County,18.8,25.0,"51,732"
MT,Sanders County,18.7,28.3,"36,564"
MT,Sheridan County,9.4,10.3,"50,857"
MT,Silver Bow County,16.7,21.9,"42,658"
MT,Stillwater County,9.1,10.3,"60,052"
MT,Sweet Grass County,10.7,14.2,"48,361"
MT,Teton County,12.4,19.9,"47,598"
MT,Toole County,17.0,19.6,"43,879"
MT,Treasure County,11.8,19.7,"49,679"
MT,Valley County,12.1,17.1,"46,698"
MT,Wheatland County,20.1,33.3,"35,665"
MT,Wibaux County,10.1,14.0,"49,533"
MT,Yellowstone County,10.4,14.1,"57,326"
NE,Nebraska,12.2,15.9,"55,073"
NE,Adams County,12.7,16.3,"48,579"
NE,Antelope County,12.2,16.7,"48,546"
NE,Arthur County,13.2,18.0,"50,753"
NE,Banner County,11.9,21.1,"54,115"
NE,Blaine County,16.6,27.3,"44,824"
NE,Boone County,9.2,12.7,"54,070"
NE,Box Butte County,11.6,15.7,"54,652"
NE,Boyd County,12.2,19.8,"42,539"
NE,Brown County,12.6,19.5,"46,856"
NE,Buffalo County,13.0,12.0,"55,813"
NE,Burt County,11.6,16.6,"49,792"
NE,Butler County,8.1,10.4,"55,542"
NE,Cass County,7.1,9.8,"66,519"
NE,Cedar County,9.4,12.4,"56,092"
NE,Chase County,8.2,11.0,"55,319"
NE,Cherry County,11.7,18.0,"54,564"
NE,Cheyenne County,9.0,11.1,"57,255"
NE,Clay County,10.2,14.7,"51,431"
NE,Colfax County,10.9,14.7,"50,744"
NE,Cuming County,9.9,13.0,"56,995"
NE,Custer County,11.6,16.1,"51,014"
NE,Dakota County,14.6,20.7,"49,093"
NE,Dawes County,17.8,20.5,"44,135"
NE,Dawson County,12.6,16.7,"47,991"
NE,Deuel County,11.1,18.7,"47,641"
NE,Dixon County,9.3,12.2,"52,152"
NE,Dodge County,11.6,15.1,"48,969"
NE,Douglas County,14.5,20.0,"58,405"
NE,Dundy County,13.2,19.2,"45,745"
NE,Fillmore County,9.8,12.8,"54,086"
NE,Franklin County,13.3,19.7,"44,911"
NE,Frontier County,12.6,19.0,"50,700"
NE,Furnas County,13.4,18.4,"40,032"
NE,Gage County,10.2,15.0,"50,746"
NE,Garden County,14.8,27.3,"42,186"
NE,Garfield County,11.9,15.5,"44,643"
NE,Gosper County,9.1,16.5,"56,882"
NE,Grant County,9.2,6.7,"56,646"
NE,Greeley County,12.2,20.1,"44,920"
NE,Hall County,13.5,19.5,"50,093"
NE,Hamilton County,7.3,8.9,"65,103"
NE,Harlan County,12.0,17.4,"47,844"
NE,Hayes County,14.7,23.8,"50,516"
NE,Hitchcock County,14.1,20.4,"43,054"
NE,Holt County,11.9,15.9,"50,434"
NE,Hooker County,8.1,11.5,"42,989"
NE,Howard County,10.4,13.6,"52,464"
NE,Jefferson County,12.3,17.1,"46,812"
NE,Johnson County,13.2,14.1,"47,382"
NE,Kearney County,8.6,11.9,"50,645"
NE,Keith County,10.9,19.0,"46,888"
NE,Keya Paha County,15.1,20.8,"45,886"
NE,Kimball County,12.7,19.1,"45,769"
NE,Knox County,13.7,20.1,"45,566"
NE,Lancaster County,13.5,14.1,"54,422"
NE,Lincoln County,12.3,16.3,"53,856"
NE,Logan County,8.9,13.3,"51,098"
NE,Loup County,15.3,24.3,"52,862"
NE,McPherson County,12.1,20.0,"57,175"
NE,Madison County,13.8,17.6,"51,330"
NE,Merrick County,10.4,15.1,"51,219"
NE,Morrill County,13.5,20.1,"49,082"
NE,Nance County,13.2,16.5,"46,958"
NE,Nemaha County,13.1,15.1,"52,034"
NE,Nuckolls County,12.5,19.4,"41,956"
NE,Otoe County,10.6,14.3,"53,015"
NE,Pawnee County,13.2,22.1,"43,646"
NE,Perkins County,10.1,13.4,"58,066"
NE,Phelps County,10.4,13.8,"55,566"
NE,Pierce County,9.4,11.6,"56,744"
NE,Platte County,8.3,11.3,"58,554"
NE,Polk County,7.9,10.8,"61,965"
NE,Red Willow County,11.8,15.9,"49,308"
NE,Richardson County,13.0,19.8,"44,648"
NE,Rock County,14.2,18.3,"51,447"
NE,Saline County,10.0,13.3,"55,850"
NE,Sarpy County,5.8,7.5,"73,856"
NE,Saunders County,8.8,11.3,"61,025"
NE,Scotts Bluff County,15.1,22.8,"43,428"
NE,Seward County,7.5,7.6,"62,455"
NE,Sheridan County,14.3,23.4,"47,005"
NE,Sherman County,12.5,18.9,"42,643"
NE,Sioux County,14.0,20.5,"55,606"
NE,Stanton County,8.5,12.0,"56,423"
NE,Thayer County,10.2,14.9,"48,947"
NE,Thomas County,12.6,17.8,"48,754"
NE,Thurston County,25.6,35.6,"42,290"
NE,Valley County,12.2,16.2,"49,929"
NE,Washington County,6.7,8.4,"68,435"
NE,Wayne County,12.0,11.6,"54,503"
NE,Webster County,12.9,14.8,"40,444"
NE,Wheeler County,11.4,18.4,"55,106"
NE,York County,10.1,14.2,"59,500"
NV,Nevada,14.9,21.6,"52,544"
NV,Churchill County,13.1,19.3,"54,134"
NV,Clark County,15.4,22.6,"51,624"
NV,Douglas County,9.4,15.2,"63,620"
NV,Elko County,9.9,12.6,"76,518"
NV,Esmeralda County,14.7,20.7,"49,057"
NV,Eureka County,9.5,12.0,"65,459"
NV,Humboldt County,9.4,15.0,"68,060"
NV,Lander County,10.8,14.4,"76,713"
NV,Lincoln County,14.3,17.8,"51,788"
NV,Lyon County,13.8,22.6,"51,934"
NV,Mineral County,18.0,33.6,"42,164"
NV,Nye County,17.5,28.6,"43,819"
NV,Pershing County,18.3,19.9,"54,416"
NV,Storey County,7.8,13.1,"61,594"
NV,Washoe County,13.8,18.3,"56,457"
NV,White Pine County,14.1,19.3,"54,975"
NV,Carson City,16.4,23.1,"47,015"
NH,New Hampshire,8.4,11.0,"70,003"
NH,Belknap County,8.8,13.5,"63,377"
NH,Carroll County,9.6,17.7,"54,351"
NH,Cheshire County,9.9,14.0,"60,339"
NH,Coos County,16.1,23.4,"40,286"
NH,Grafton County,11.2,14.9,"57,827"
NH,Hillsborough County,8.0,10.2,"73,474"
